     0.000   GOAL                   SET-BUFFER-CHUNK GOAL GOAL REQUESTED NIL 
     1.426   PROCEDURAL             CONFLICT-RESOLUTION 
     1.427   PROCEDURAL             CONFLICT-RESOLUTION 
     1.428   PROCEDURAL             CONFLICT-RESOLUTION 
     1.429   PROCEDURAL             CONFLICT-RESOLUTION 
     1.430   PROCEDURAL             CONFLICT-RESOLUTION 
     1.431   PROCEDURAL             CONFLICT-RESOLUTION 
     1.432   PROCEDURAL             CONFLICT-RESOLUTION 
     1.433   PROCEDURAL             CONFLICT-RESOLUTION 
     1.434   PROCEDURAL             CONFLICT-RESOLUTION 
     1.435   VISION                 Encoding-complete VISUAL-LOCATION0-2-0 NIL 
     1.435   VISION                 SET-BUFFER-CHUNK VISUAL TEXT2 
     1.435   PROCEDURAL             CONFLICT-RESOLUTION 
     1.436   PROCEDURAL             CONFLICT-RESOLUTION 
     1.437   PROCEDURAL             CONFLICT-RESOLUTION 
     1.438   PROCEDURAL             CONFLICT-RESOLUTION 
     1.439   PROCEDURAL             CONFLICT-RESOLUTION 
     1.440   PROCEDURAL             CONFLICT-RESOLUTION 
     1.441   PROCEDURAL             CONFLICT-RESOLUTION 
     1.442   PROCEDURAL             CONFLICT-RESOLUTION 
     1.443   PROCEDURAL             CONFLICT-RESOLUTION 
     1.444   PROCEDURAL             CONFLICT-RESOLUTION 
     1.445   PROCEDURAL             CONFLICT-RESOLUTION 
     1.446   PROCEDURAL             CONFLICT-RESOLUTION 
     1.447   PROCEDURAL             CONFLICT-RESOLUTION 
     1.448   PROCEDURAL             CONFLICT-RESOLUTION 
     1.449   PROCEDURAL             CONFLICT-RESOLUTION 
     1.450   IMAGINAL               SET-BUFFER-CHUNK IMAGINAL TILE1 
     1.450   PROCEDURAL             CONFLICT-RESOLUTION 
     1.451   PROCEDURAL             CONFLICT-RESOLUTION 
     1.452   PROCEDURAL             CONFLICT-RESOLUTION 
     1.453   PROCEDURAL             CONFLICT-RESOLUTION 
     1.454   PROCEDURAL             CONFLICT-RESOLUTION 
     1.455   PROCEDURAL             CONFLICT-RESOLUTION 
     1.456   PROCEDURAL             CONFLICT-RESOLUTION 
     1.457   PROCEDURAL             CONFLICT-RESOLUTION 
     1.458   PROCEDURAL             CONFLICT-RESOLUTION 
     1.459   PROCEDURAL             CONFLICT-RESOLUTION 
     1.460   PROCEDURAL             CONFLICT-RESOLUTION 
     1.461   PROCEDURAL             CONFLICT-RESOLUTION 
     1.462   PROCEDURAL             CONFLICT-RESOLUTION 
     1.463   PROCEDURAL             CONFLICT-RESOLUTION 
     1.464   PROCEDURAL             CONFLICT-RESOLUTION 
     1.465   PROCEDURAL             CONFLICT-RESOLUTION 
     1.466   PROCEDURAL             CONFLICT-RESOLUTION 
     1.467   PROCEDURAL             CONFLICT-RESOLUTION 
     1.468   PROCEDURAL             CONFLICT-RESOLUTION 
     1.469   PROCEDURAL             CONFLICT-RESOLUTION 
     1.470   PROCEDURAL             CONFLICT-RESOLUTION 
     1.471   PROCEDURAL             CONFLICT-RESOLUTION 
     1.472   PROCEDURAL             CONFLICT-RESOLUTION 
     1.473   PROCEDURAL             CONFLICT-RESOLUTION 
     1.474   PROCEDURAL             CONFLICT-RESOLUTION 
     1.475   PROCEDURAL             CONFLICT-RESOLUTION 
     1.476   PROCEDURAL             CONFLICT-RESOLUTION 
     1.477   PROCEDURAL             CONFLICT-RESOLUTION 
     1.478   PROCEDURAL             CONFLICT-RESOLUTION 
     1.479   PROCEDURAL             CONFLICT-RESOLUTION 
     1.480   PROCEDURAL             CONFLICT-RESOLUTION 
     1.481   PROCEDURAL             CONFLICT-RESOLUTION 
     1.482   PROCEDURAL             CONFLICT-RESOLUTION 
     1.483   PROCEDURAL             CONFLICT-RESOLUTION 
     1.484   PROCEDURAL             CONFLICT-RESOLUTION 
     1.485   PROCEDURAL             CONFLICT-RESOLUTION 
     1.486   PROCEDURAL             CONFLICT-RESOLUTION 
     1.487   PROCEDURAL             CONFLICT-RESOLUTION 
     1.488   PROCEDURAL             CONFLICT-RESOLUTION 
     1.489   PROCEDURAL             CONFLICT-RESOLUTION 
     1.490   PROCEDURAL             CONFLICT-RESOLUTION 
     1.491   PROCEDURAL             CONFLICT-RESOLUTION 
     1.492   PROCEDURAL             CONFLICT-RESOLUTION 
     1.493   PROCEDURAL             CONFLICT-RESOLUTION 
     1.494   PROCEDURAL             CONFLICT-RESOLUTION 
     1.495   PROCEDURAL             CONFLICT-RESOLUTION 
     1.496   PROCEDURAL             CONFLICT-RESOLUTION 
     1.497   PROCEDURAL             CONFLICT-RESOLUTION 
     1.498   PROCEDURAL             CONFLICT-RESOLUTION 
     1.499   PROCEDURAL             CONFLICT-RESOLUTION 
     1.500   PROCEDURAL             CONFLICT-RESOLUTION 
     1.501   PROCEDURAL             CONFLICT-RESOLUTION 
     1.502   PROCEDURAL             CONFLICT-RESOLUTION 
     1.503   PROCEDURAL             CONFLICT-RESOLUTION 
     1.504   PROCEDURAL             CONFLICT-RESOLUTION 
     1.505   PROCEDURAL             CONFLICT-RESOLUTION 
     1.506   PROCEDURAL             CONFLICT-RESOLUTION 
     1.507   PROCEDURAL             CONFLICT-RESOLUTION 
     1.508   PROCEDURAL             CONFLICT-RESOLUTION 
     1.509   PROCEDURAL             CONFLICT-RESOLUTION 
     1.510   PROCEDURAL             CONFLICT-RESOLUTION 
     1.511   PROCEDURAL             CONFLICT-RESOLUTION 
     1.512   PROCEDURAL             CONFLICT-RESOLUTION 
     1.513   PROCEDURAL             CONFLICT-RESOLUTION 
     1.514   PROCEDURAL             CONFLICT-RESOLUTION 
     1.515   PROCEDURAL             CONFLICT-RESOLUTION 
     1.516   PROCEDURAL             CONFLICT-RESOLUTION 
     1.517   PROCEDURAL             CONFLICT-RESOLUTION 
     1.518   PROCEDURAL             CONFLICT-RESOLUTION 
     1.519   PROCEDURAL             CONFLICT-RESOLUTION 
     1.520   PROCEDURAL             CONFLICT-RESOLUTION 
     1.521   PROCEDURAL             CONFLICT-RESOLUTION 
     1.522   PROCEDURAL             CONFLICT-RESOLUTION 
     1.523   PROCEDURAL             CONFLICT-RESOLUTION 
     1.524   PROCEDURAL             CONFLICT-RESOLUTION 
     1.525   PROCEDURAL             CONFLICT-RESOLUTION 
     1.526   PROCEDURAL             CONFLICT-RESOLUTION 
     1.527   PROCEDURAL             CONFLICT-RESOLUTION 
     1.528   PROCEDURAL             CONFLICT-RESOLUTION 
     1.529   PROCEDURAL             CONFLICT-RESOLUTION 
     1.530   PROCEDURAL             CONFLICT-RESOLUTION 
     1.531   PROCEDURAL             CONFLICT-RESOLUTION 
     1.532   PROCEDURAL             CONFLICT-RESOLUTION 
     1.533   PROCEDURAL             CONFLICT-RESOLUTION 
     1.534   PROCEDURAL             CONFLICT-RESOLUTION 
     1.535   PROCEDURAL             CONFLICT-RESOLUTION 
     1.536   PROCEDURAL             CONFLICT-RESOLUTION 
     1.537   PROCEDURAL             CONFLICT-RESOLUTION 
     1.538   PROCEDURAL             CONFLICT-RESOLUTION 
     1.539   PROCEDURAL             CONFLICT-RESOLUTION 
     1.540   PROCEDURAL             CONFLICT-RESOLUTION 
     1.541   PROCEDURAL             CONFLICT-RESOLUTION 
     1.542   PROCEDURAL             CONFLICT-RESOLUTION 
     1.543   PROCEDURAL             CONFLICT-RESOLUTION 
     1.544   PROCEDURAL             CONFLICT-RESOLUTION 
     1.545   PROCEDURAL             CONFLICT-RESOLUTION 
     1.546   PROCEDURAL             CONFLICT-RESOLUTION 
     1.547   PROCEDURAL             CONFLICT-RESOLUTION 
     1.548   PROCEDURAL             CONFLICT-RESOLUTION 
     1.549   PROCEDURAL             CONFLICT-RESOLUTION 
     1.550   PROCEDURAL             CONFLICT-RESOLUTION 
     1.551   PROCEDURAL             CONFLICT-RESOLUTION 
     1.552   PROCEDURAL             CONFLICT-RESOLUTION 
     1.553   PROCEDURAL             CONFLICT-RESOLUTION 
     1.554   PROCEDURAL             CONFLICT-RESOLUTION 
     1.555   PROCEDURAL             CONFLICT-RESOLUTION 
     1.556   PROCEDURAL             CONFLICT-RESOLUTION 
     1.557   PROCEDURAL             CONFLICT-RESOLUTION 
     1.558   PROCEDURAL             CONFLICT-RESOLUTION 
     1.559   PROCEDURAL             CONFLICT-RESOLUTION 
     1.560   PROCEDURAL             CONFLICT-RESOLUTION 
     1.561   PROCEDURAL             CONFLICT-RESOLUTION 
     1.562   PROCEDURAL             CONFLICT-RESOLUTION 
     1.563   PROCEDURAL             CONFLICT-RESOLUTION 
     1.564   PROCEDURAL             CONFLICT-RESOLUTION 
     1.565   PROCEDURAL             CONFLICT-RESOLUTION 
     1.566   PROCEDURAL             CONFLICT-RESOLUTION 
     1.567   PROCEDURAL             CONFLICT-RESOLUTION 
     1.568   PROCEDURAL             CONFLICT-RESOLUTION 
     1.569   PROCEDURAL             CONFLICT-RESOLUTION 
     1.570   PROCEDURAL             CONFLICT-RESOLUTION 
     1.571   PROCEDURAL             CONFLICT-RESOLUTION 
     1.572   PROCEDURAL             CONFLICT-RESOLUTION 
     1.573   PROCEDURAL             CONFLICT-RESOLUTION 
     1.574   PROCEDURAL             CONFLICT-RESOLUTION 
     1.575   PROCEDURAL             CONFLICT-RESOLUTION 
     1.576   PROCEDURAL             CONFLICT-RESOLUTION 
     1.577   PROCEDURAL             CONFLICT-RESOLUTION 
     1.578   PROCEDURAL             CONFLICT-RESOLUTION 
     1.588   PROCEDURAL             CONFLICT-RESOLUTION 
     1.638   PROCEDURAL             PRODUCTION-FIRED CLICK-FIRST-TILE 
     1.638   PROCEDURAL             CLEAR-BUFFER MANUAL 
     1.638   MOTOR                  CLICK-MOUSE 
     1.638   PROCEDURAL             CONFLICT-RESOLUTION 
     1.668   PROCEDURAL             CONFLICT-RESOLUTION 
     1.678   PROCEDURAL             CONFLICT-RESOLUTION 
     1.688   MOTOR                  OUTPUT-KEY #(28 2) 
*** CONCENTRATION: Clicked 4 #(5 6).
     1.688   PROCEDURAL             CONFLICT-RESOLUTION 
     1.698   PROCEDURAL             CONFLICT-RESOLUTION 
     1.748   PROCEDURAL             PRODUCTION-FIRED READ-FIRST-TILE 
     1.748   PROCEDURAL             CLEAR-BUFFER VISUAL 
     1.748   PROCEDURAL             CLEAR-BUFFER IMAGINAL 
     1.748   PROCEDURAL             CONFLICT-RESOLUTION 
     1.948   IMAGINAL               SET-BUFFER-CHUNK IMAGINAL TILE2 
     1.948   PROCEDURAL             CONFLICT-RESOLUTION 
     1.998   PROCEDURAL             PRODUCTION-FIRED FIND-RANDOM-SECOND-TILE 
     1.998   PROCEDURAL             CLEAR-BUFFER VISUAL-LOCATION 
     1.998   VISION                 Find-location 
     1.998   VISION                 SET-BUFFER-CHUNK VISUAL-LOCATION VISUAL-LOCATION12-3 
     1.998   PROCEDURAL             CONFLICT-RESOLUTION 
     2.048   PROCEDURAL             PRODUCTION-FIRED ATTEND-SECOND-TILE 
     2.048   PROCEDURAL             CLEAR-BUFFER VISUAL-LOCATION 
     2.048   PROCEDURAL             CLEAR-BUFFER VISUAL 
     2.048   PROCEDURAL             CLEAR-BUFFER MANUAL 
     2.048   MOTOR                  MOVE-CURSOR OBJECT NIL LOC VISUAL-LOCATION12-3-0 
     2.048   PROCEDURAL             CONFLICT-RESOLUTION 
     2.088   PROCEDURAL             CONFLICT-RESOLUTION 
     2.089   PROCEDURAL             CONFLICT-RESOLUTION 
     2.090   PROCEDURAL             CONFLICT-RESOLUTION 
     2.091   PROCEDURAL             CONFLICT-RESOLUTION 
     2.092   PROCEDURAL             CONFLICT-RESOLUTION 
     2.093   PROCEDURAL             CONFLICT-RESOLUTION 
     2.094   PROCEDURAL             CONFLICT-RESOLUTION 
     2.095   PROCEDURAL             CONFLICT-RESOLUTION 
     2.096   PROCEDURAL             CONFLICT-RESOLUTION 
     2.097   PROCEDURAL             CONFLICT-RESOLUTION 
     2.098   PROCEDURAL             CONFLICT-RESOLUTION 
     2.099   PROCEDURAL             CONFLICT-RESOLUTION 
     2.100   PROCEDURAL             CONFLICT-RESOLUTION 
     2.101   PROCEDURAL             CONFLICT-RESOLUTION 
     2.102   PROCEDURAL             CONFLICT-RESOLUTION 
     2.103   PROCEDURAL             CONFLICT-RESOLUTION 
     2.104   PROCEDURAL             CONFLICT-RESOLUTION 
     2.105   PROCEDURAL             CONFLICT-RESOLUTION 
     2.106   PROCEDURAL             CONFLICT-RESOLUTION 
     2.107   PROCEDURAL             CONFLICT-RESOLUTION 
     2.108   PROCEDURAL             CONFLICT-RESOLUTION 
     2.109   PROCEDURAL             CONFLICT-RESOLUTION 
     2.110   PROCEDURAL             CONFLICT-RESOLUTION 
     2.111   PROCEDURAL             CONFLICT-RESOLUTION 
     2.112   PROCEDURAL             CONFLICT-RESOLUTION 
     2.113   PROCEDURAL             CONFLICT-RESOLUTION 
     2.114   PROCEDURAL             CONFLICT-RESOLUTION 
     2.115   PROCEDURAL             CONFLICT-RESOLUTION 
     2.116   PROCEDURAL             CONFLICT-RESOLUTION 
     2.117   PROCEDURAL             CONFLICT-RESOLUTION 
     2.118   PROCEDURAL             CONFLICT-RESOLUTION 
     2.119   PROCEDURAL             CONFLICT-RESOLUTION 
     2.120   PROCEDURAL             CONFLICT-RESOLUTION 
     2.121   PROCEDURAL             CONFLICT-RESOLUTION 
     2.122   PROCEDURAL             CONFLICT-RESOLUTION 
     2.123   PROCEDURAL             CONFLICT-RESOLUTION 
     2.124   PROCEDURAL             CONFLICT-RESOLUTION 
     2.125   PROCEDURAL             CONFLICT-RESOLUTION 
     2.126   PROCEDURAL             CONFLICT-RESOLUTION 
     2.127   PROCEDURAL             CONFLICT-RESOLUTION 
     2.128   PROCEDURAL             CONFLICT-RESOLUTION 
     2.129   PROCEDURAL             CONFLICT-RESOLUTION 
     2.130   PROCEDURAL             CONFLICT-RESOLUTION 
     2.131   PROCEDURAL             CONFLICT-RESOLUTION 
     2.132   PROCEDURAL             CONFLICT-RESOLUTION 
     2.133   VISION                 Encoding-complete VISUAL-LOCATION12-3-0 NIL 
     2.133   VISION                 SET-BUFFER-CHUNK VISUAL TEXT3 
     2.133   PROCEDURAL             CONFLICT-RESOLUTION 
     2.134   PROCEDURAL             CONFLICT-RESOLUTION 
     2.135   PROCEDURAL             CONFLICT-RESOLUTION 
     2.136   PROCEDURAL             CONFLICT-RESOLUTION 
     2.137   PROCEDURAL             CONFLICT-RESOLUTION 
     2.138   PROCEDURAL             CONFLICT-RESOLUTION 
     2.139   PROCEDURAL             CONFLICT-RESOLUTION 
     2.140   PROCEDURAL             CONFLICT-RESOLUTION 
     2.141   PROCEDURAL             CONFLICT-RESOLUTION 
     2.142   PROCEDURAL             CONFLICT-RESOLUTION 
     2.143   PROCEDURAL             CONFLICT-RESOLUTION 
     2.144   PROCEDURAL             CONFLICT-RESOLUTION 
     2.145   PROCEDURAL             CONFLICT-RESOLUTION 
     2.146   PROCEDURAL             CONFLICT-RESOLUTION 
     2.147   PROCEDURAL             CONFLICT-RESOLUTION 
     2.148   PROCEDURAL             CONFLICT-RESOLUTION 
     2.149   PROCEDURAL             CONFLICT-RESOLUTION 
     2.150   PROCEDURAL             CONFLICT-RESOLUTION 
     2.151   PROCEDURAL             CONFLICT-RESOLUTION 
     2.152   PROCEDURAL             CONFLICT-RESOLUTION 
     2.153   PROCEDURAL             CONFLICT-RESOLUTION 
     2.154   PROCEDURAL             CONFLICT-RESOLUTION 
     2.155   PROCEDURAL             CONFLICT-RESOLUTION 
     2.156   PROCEDURAL             CONFLICT-RESOLUTION 
     2.157   PROCEDURAL             CONFLICT-RESOLUTION 
     2.158   PROCEDURAL             CONFLICT-RESOLUTION 
     2.159   PROCEDURAL             CONFLICT-RESOLUTION 
     2.160   PROCEDURAL             CONFLICT-RESOLUTION 
     2.161   PROCEDURAL             CONFLICT-RESOLUTION 
     2.162   PROCEDURAL             CONFLICT-RESOLUTION 
     2.163   PROCEDURAL             CONFLICT-RESOLUTION 
     2.164   PROCEDURAL             CONFLICT-RESOLUTION 
     2.165   PROCEDURAL             CONFLICT-RESOLUTION 
     2.166   PROCEDURAL             CONFLICT-RESOLUTION 
     2.167   PROCEDURAL             CONFLICT-RESOLUTION 
     2.168   PROCEDURAL             CONFLICT-RESOLUTION 
     2.169   PROCEDURAL             CONFLICT-RESOLUTION 
     2.170   PROCEDURAL             CONFLICT-RESOLUTION 
     2.171   PROCEDURAL             CONFLICT-RESOLUTION 
     2.172   PROCEDURAL             CONFLICT-RESOLUTION 
     2.173   PROCEDURAL             CONFLICT-RESOLUTION 
     2.174   PROCEDURAL             CONFLICT-RESOLUTION 
     2.175   PROCEDURAL             CONFLICT-RESOLUTION 
     2.176   PROCEDURAL             CONFLICT-RESOLUTION 
     2.177   PROCEDURAL             CONFLICT-RESOLUTION 
     2.178   PROCEDURAL             CONFLICT-RESOLUTION 
     2.179   PROCEDURAL             CONFLICT-RESOLUTION 
     2.180   PROCEDURAL             CONFLICT-RESOLUTION 
     2.181   PROCEDURAL             CONFLICT-RESOLUTION 
     2.182   PROCEDURAL             CONFLICT-RESOLUTION 
     2.183   PROCEDURAL             CONFLICT-RESOLUTION 
     2.184   PROCEDURAL             CONFLICT-RESOLUTION 
     2.185   PROCEDURAL             CONFLICT-RESOLUTION 
     2.186   PROCEDURAL             CONFLICT-RESOLUTION 
     2.187   PROCEDURAL             CONFLICT-RESOLUTION 
     2.188   PROCEDURAL             CONFLICT-RESOLUTION 
     2.189   PROCEDURAL             CONFLICT-RESOLUTION 
     2.190   PROCEDURAL             CONFLICT-RESOLUTION 
     2.191   PROCEDURAL             CONFLICT-RESOLUTION 
     2.192   PROCEDURAL             CONFLICT-RESOLUTION 
     2.193   PROCEDURAL             CONFLICT-RESOLUTION 
     2.194   PROCEDURAL             CONFLICT-RESOLUTION 
     2.195   PROCEDURAL             CONFLICT-RESOLUTION 
     2.196   PROCEDURAL             CONFLICT-RESOLUTION 
     2.197   PROCEDURAL             CONFLICT-RESOLUTION 
     2.198   PROCEDURAL             CONFLICT-RESOLUTION 
     2.199   PROCEDURAL             CONFLICT-RESOLUTION 
     2.200   PROCEDURAL             CONFLICT-RESOLUTION 
     2.201   PROCEDURAL             CONFLICT-RESOLUTION 
     2.202   PROCEDURAL             CONFLICT-RESOLUTION 
     2.203   PROCEDURAL             CONFLICT-RESOLUTION 
     2.204   PROCEDURAL             CONFLICT-RESOLUTION 
     2.205   PROCEDURAL             CONFLICT-RESOLUTION 
     2.206   PROCEDURAL             CONFLICT-RESOLUTION 
     2.207   PROCEDURAL             CONFLICT-RESOLUTION 
     2.208   PROCEDURAL             CONFLICT-RESOLUTION 
     2.209   PROCEDURAL             CONFLICT-RESOLUTION 
     2.210   PROCEDURAL             CONFLICT-RESOLUTION 
     2.211   PROCEDURAL             CONFLICT-RESOLUTION 
     2.212   PROCEDURAL             CONFLICT-RESOLUTION 
     2.213   PROCEDURAL             CONFLICT-RESOLUTION 
     2.214   PROCEDURAL             CONFLICT-RESOLUTION 
     2.215   PROCEDURAL             CONFLICT-RESOLUTION 
     2.216   PROCEDURAL             CONFLICT-RESOLUTION 
     2.217   PROCEDURAL             CONFLICT-RESOLUTION 
     2.218   PROCEDURAL             CONFLICT-RESOLUTION 
     2.219   PROCEDURAL             CONFLICT-RESOLUTION 
     2.220   PROCEDURAL             CONFLICT-RESOLUTION 
     2.221   PROCEDURAL             CONFLICT-RESOLUTION 
     2.222   PROCEDURAL             CONFLICT-RESOLUTION 
     2.223   PROCEDURAL             CONFLICT-RESOLUTION 
     2.224   PROCEDURAL             CONFLICT-RESOLUTION 
     2.225   PROCEDURAL             CONFLICT-RESOLUTION 
     2.226   PROCEDURAL             CONFLICT-RESOLUTION 
